,text,emotions
38,"I'm feeling really energetic right now, like I could conquer the world! My skin is glowing and I actually want to go out tonight.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
39,"Woke up feeling optimistic about everything. Maybe it's just my hormones, but I'll take it!","{'Improved mood': 1, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
40,"Becoming a mom has brought so many emotions - joy, fear, overwhelming love, and complete exhaustion.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 1, 'Sociability': 1, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
41,Dating in my 30s is exhausting. Feeling lonely but trying to stay hopeful.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
42,Starting this new job has me feeling anxious but also hopeful. It's scary and exciting at the same time.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
43,Why am I crying at this commercial? I know it's just PMS but these emotions feel really real.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 1, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 1, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
44,Starting this new job has me feeling anxious but also hopeful. It's scary and exciting at the same time.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 1, 'Feeling overwhelmed': 0, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
45,Feeling irritable and bloated. Just want to hide under a blanket with chocolate.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
46,Took a mental health day and already going through more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 1, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
47,Starting this new job has me feel anxious but also hopeful. It's scary and exciting at the same time.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 1, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 1, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
48,Took a mental health day and already feel more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 1}"
49,"My best friend just gets me. After our talk, I feel supported and understood.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 1, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 1, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
50,"Holy shit, couldn't imagine having this every month.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0, 'Relief': 1}"
51,Finally went to therapy and feeling vulnerable but proud of myself for taking this step.,"{'Improved mood': 1, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 1, 'Sociability': 1, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
52,Finally went to therapy and feeling vulnerable but proud of myself for taking this step.,"{'Improved mood': 1, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Gratitude': 1, 'Relief': 1}"
53,"Going through menopause and these mood swings are intense. One moment I'm fine, the next I'm furious.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
54,Started exercising again and the endorphins are real! Feeling motivated and strong.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 1, 'Tearfulness': 1, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 1, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 1, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
55,Everything feels possible today. Started two new projects and signed up for that class.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 1, 'Sociability': 1, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
56,Took a mental health day and already feeling more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 1, 'Clarity': 1, 'Confidence': 0, 'High energy': 1, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
57,"Becoming a mom has brought quite many emotions - joy, fear, overwhelming love, and complete exhaustion.","{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 1, 'Emotional sensitivity': 1, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
58,Had a fight with my partner and feeling incredibly hurt and misunderstood. Why is communication so hard?,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 1, 'Confidence': 1, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
59,Took a mental health day and already feeling more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 1, 'Sociability': 1, 'Empowerment': 1, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 1, 'Sexual drive': 1, 'Feeling in control': 0}"
60,Finally feeling clear-headed after last week. I'm ready to tackle that project I've been putting off.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 1, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 1, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
61,"Periods are not always unpleasant, though. The range varies considerably, and mine is not bad at all, for instance. Lasts 2 days, minimal cramps that are predictable and cured with an Advil... Women's experiences range a lot, and reallyme are not bothered. The 3-5 days prior, though, are definitely difficult for me, whereas some women don't experience PMS","{'Improved mood': 1, 'Hopefulness': 1, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 1, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Relief': 1}"
62,Took a mental health day and already going through more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 1, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
63,Finally experiencing clear-headed after last week. I'm ready to tackle that project I've been putting off.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 1, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1}"
64,Feeling irritable and bloated. Just want to hide under a blanket with chocolate.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
65,Took a mental health day and already going through more in control. Sometimes you just need to pause.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 1, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
66,Had a fight with my partner and feeling so hurt and misunderstood. Why is communication so hard?,"{'Improved mood': 1, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 0, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 1, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 0, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 0, 'Anger or frustration': 1, 'Irritability': 0, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 0, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 1, 'Gratitude': 1, 'Relief': 1}"
67,Finally went to therapy and feeling vulnerable but proud of myself for taking this step.,"{'Improved mood': 0, 'Hopefulness': 0, 'Renewed energy': 0, 'Optimism': 0, 'Productivity': 1, 'Clarity': 0, 'Confidence': 0, 'High energy': 0, 'Sociability': 0, 'Empowerment': 0, 'Motivation': 0, 'Sadness': 0, 'Tearfulness': 0, 'Low self-esteem': 1, 'Loneliness or Isolation': 0, 'Feeling overwhelmed': 1, 'Anger or frustration': 0, 'Irritability': 1, 'Mood swings': 0, 'Anxiety': 0, 'Sensitivity to rejection': 0, 'Restlessness': 0, 'Emotional sensitivity': 0, 'Physical discomfort': 1, 'Attractiveness': 0, 'Sexual drive': 0, 'Feeling in control': 0}"
